ba7r,label,
يَتَلاشى دونَها الفِكرُ اِنتِهابا,8,
لُغَةُ الكامِلِ في اِستِرسالِهِ,8,
وَاِبنُ خَلدونَ إِذا صَحَّ وَصابا,8,
إِنَّ لِلفُصحى زِماماً وَيَداً,8,
تَجنِبُ السَهلَ وَتَقتادُ الصَعابا,8,
لُغَةُ الذِكرِ لِسانُ المُجتَبى,8,
كَيفَ تَعيا بِالمُنادينَ جَوابا,8,
كُلُّ عَصرٍ دارُها إِن صادَفَت,8,
مَنزِلاً رَحباً وَأَهلاً وَجَنابا,8,
إِئتِ بِالعُمرانِ رَوضاً يانِعاً,8,
وَاِدعُها تَجرِ يَنابيعَ عِذابا,8,
لا تَجِئها بِالمَتاعِ المُقتَنى,8,
سَرَقاً مِن كُلِّ قَومٍ وَنِهابا,8,
سَل بِها أَندَلُساً هَل قَصَّرَت,8,
دونَ مِضمارِ العُلى حينَ أَهابا,8,
غُرِسَت في كُلِّ تُربٍ أَعجَمٍ,8,
فَزَكَت أَصلاً كَما طابَت نِصابا,8,
وَمَشَت مِشيَتَها لَم تَرتَكِب,8,
غَيرَ رِجلَيها وَلَم تَحجِل غُرابا,8,
إِنَّ عَصراً قُمتَ تَجلوهُ لَنا,8,
لَبِسَ الأَيّامَ دَجناً وَضَبابا,8,
المَماليكُ تَمَشّى ظُلمُهُم,8,
ظُلُماتٍ كَدُجى اللَيلِ حِجابا,8,
كُلُّهُم كافورُ أَو عَبدُ الخَنا,8,
غَيرَ أَنَّ المُتَنَبّي عَنهُ خابا,8,
وَلِكُلٍّ شيعَةٌ مِن جِنسِهِ,8,
إِنَّ لِلشَرِّ إِلى الشَرِّ اِنجِذابا,8,
ظُلُماتٌ لا تَرى في جُنحِها,8,
غَيرَ هَذا الأَزهَرِ السَمحِ شِهابا,8,
زيدَتِ الأَخلاقُ فيهِ حائِطاً,8,
فَاِحتَمى فيها رِواقاً وَقِبابا,8,
وَتَرى الأَعزالَ مِن أَشياخِهِ,8,
صَيَّروهُ بِسِلاحِ الحَقِّ غابا,8,
قَسَماً لَولاهُ لَم يَبقَ بِها,8,
رَجُلٌ يَقرَأُ أَو يَدري الكِتابا,8,
حَفِظَ الدينَ مَلِيّاً وَمَضى,8,
يُنقِذُ الدُنيا فَلَم يَملِك ذَهابا,8,
أوذِيَت هَيبَتُهُ مِن عَجزِهِ,8,
وَقُصارى عاجِزٍ أَن لا يُهابا,8,
لَم تُغادِر قَلَماً في راحَةٍ,8,
دَولَةٌ ما عَرَفَت إِلّا الحِرابا,8,
أَقعَدَ اللَهُ الجَبرَتِيَّ لَها,8,
قَلَماً عَن غائِبِ الأَقلامِ نابا,8,
خَبَّأَ الشَيخُ لَها في رُدنِهِ,8,
مِرقَماً أَدهى مِنَ الصِلِّ اِنسِيابا,8,
مَلِكٌ لَم يُغضِ عَن سَيِّئَةٍ,8,
يا لَهُ مِن مَلَكٍ يَهوى السِبابا,8,
لا يَراهُ الظُلمُ في كاهِلِهِ,8,
وَهوَ يَكوي كاهِلَ الظُلمِ عِقابا,8,
صُحُفُ الشَيخِ وَيَومِيّاتُهُ,8,
كَزَمانِ الشَيخِ سُقماً وَاِضطِرابا,8,
مِن حَواشٍ كَجَليدٍ لَم يَذُب,8,
وَفُصولٍ تُشبِهُ التِبرَ المُذابا,8,
وَالجَبَرتِيُّ عَلى فِطنَتِهِ,8,
مَرَّةً يَغبى وَحيناً يَتَغابى,8,
مُنصِفٌ ما لَم يَرُض عاطِفَةً,8,
أَو يُعالِجُ لِهَوى النَفسِ غِلابا,8,
وَإِذا الحَيُّ تَوَلّى بِالهَوى,8,
سيرَةَ الحَيِّ بَغى فيها وَحابى,8,
وَقعَةُ الأَهرامِ جَلَّت مَوقِعاً,8,
وَتَعالَت في المَغازي أَن تُرابا,8,
عِظَةُ الماضي وَمُلقى دَرسِهِ,8,
لِعُقولٍ تَجعَلُ الماضي مَثابا,8,
مِن بَناتِ الدَهرِ إِلّا أَنَّها,8,
تَنشُرُ الدَهرَ وَتَطويهِ كَعابا,8,
وَمِنَ الأَيّامِ ما يَبقى وَإِن,8,
أَمعَنَ الأَبطالُ في الدَهرِ اِحتِجابا,8,
هِيَ مِن أَيِّ سَبيلٍ جِئتَها,8,
غايَةٌ في المَجدِ لا تَدنو طِلابا,8,
اُنظُرِ الشَرقَ تَجِدها صَرَّفَت,8,
دَولَةَ الشَرقِ اِستِواءً وَاِنقِلابا,8,
جَلَبَت خَيراً وَشَرّاً وَسَقَت,8,
أُمَماً في مَهدِهِم شُهداً وَصابا,8,
في نَصيبينَ لَبِسنا حُسنَها,8,
وَعَلى التَلِّ لَبِسناها مَعابا,8,
إِنَّ سِرباً زَحَفَ النَسرُ بِهِ,8,
قَطَعَ الأَرضَ بِطاحاً وَهِضابا,8,
إِن تَرامَت بَلَداً عِقبانُهُ,8,
خَطَفَت تاجاً وَاِصطادَت عُقابا,8,
شَهِدَ الجَيزِيُّ مِنهُم عُصبَةً,8,
لَبِسوا الغارَ عَلى الغارِ اِغتِصابا,8,
كَذِئابِ القَفرِ مِن طولِ الوَغى,8,
وَاِختِلافِ النَقعِ لَوناً وَإِهابا,8,
قادَهُم لِلفَتحِ في الأَرضِ فَتىً,8,
لَو تَأَنّى حَظَّهُ قادَ الصَحابا,8,
غَرَّتِ الناسَ بِهِ نَكبَتُهُ,8,
جَمَعَ الجُرحُ عَلى اللَيثِ الذُبابا,8,
بَرَزَت بِالمَنظَرِ الضاحي لَهُم,8,
فَيلَقٌ كَالزَهرِ حُسناً وَاِلتِهابا,8,
حُلِّيَ الفُرسانُ فيها جَوهَراً,8,
وَجَلالُ الخَيلِ دُرّاً وَذَهابا,8,
في سِلاحٍ كَحُلِيِّ الغيدِ ما,8,
لَمَسَت طَعناً وَلا مَسَّت ضِرابا,8,
طَرِحَت مِصرٌ فَكانَت مومِيا,8,
بَينَ لِصَّينِ أَراداها جُذابا,8,
نالَها الأَعرَضُ ظَفَراً مِنهُما,8,
مِن ذِئابِ الحَربِ وَالأَطوَلُ نابا,8,
وَبَنو الوادي رِجالاتُ الحِمى,8,
وَقَفوا مِن ساقِهِ الجَيشَ ذُنابى,8,
مَوقِفَ العاجِزِ مِن حِلفِ الوَغى,8,
يَحرُسُ الأَحمالَ أَو يَسقي مُصابا,8,
ناشِئٌ في الوَردِ مِن أَيّامِهِ,8,
حَسبُهُ اللَهُ أَبِالوَردِ عَثَر,8,
سَدَّدَ السَهمَ إِلى صَدرِ الصِبا,8,
وَرَماهُ في حَواشيهِ الغُرَر,8,
بِيَدٍ لا تَعرِفُ الشَرَّ وَلا,8,
صَلَحَت إِلّا لِتَلهو بِالأُكَر,8,
بُسِطَت لِلسُمِّ وَالحَبلِ وَما,8,
بُسِطَت لِلكَأسِ يَوماً وَالوَتَر,8,
غَفَرَ اللَهُ لَهُ ما ضَرَّهُ,8,
لَو قَضى مِن لَذَّةِ العَيشِ الوَطَر,8,
لَم يُمَتَّع مِن صِبا أَيّامِهِ,8,
وَلَياليهِ أَصيلٌ وَسَحَر,8,
يَتَمَنّى الشَيخُ مِنهُ ساعَةً,8,
بِحِجابِ السَمعِ أَو نورِ البَصَر,8,
لَيسَ في الجَنَّةِ ما يُشبِهُهُ,8,
خِفَّةً في الظِلِّ أَو طيبَ قِصَر,8,
فَصِبا الخُلدِ كَثيرٌ دائِمٌ,8,
وَصِبا الدُنيا عَزيزٌ مُختَصَر,8,
كُلُّ يَومٍ خَبَرٌ عَن حَدَثٍ,8,
سَئِمَ العَيشَ وَمَن يَسأَم يَذَر,8,
عافَ بِالدُنيا بِناءً بَعدَ ما,8,
خَطَبَ الدُنيا وَأَهدى وَمَهَر,8,
حَلَّ يَومَ العُرسِ مِنها نَفسَهُ,8,
رَحِمَ اللَهُ العَروسُ المُختَضَر,8,
ضاقَ بِالعيشَةِ ذَرعاً فَهَوى,8,
عَن شَفا اليَأسِ وَبِئسَ المُنحَدَر,8,
راحِلاً في مِثلِ أَعمارِ المُنى,8,
ذاهِباً في مِثلِ آجالِ الزَهَر,8,
هارِباً مِن ساحَةِ العَيشِ وَما,8,
شارَفَ الغَمرَةَ مِنها وَالغُدُر,8,
لا أَرى الأَيّامَ إِلّا مَعرَكاً,8,
وَأَرى الصِنديدَ فيهِ مَن صَبَر,8,
رُبَّ واهي الجَأشِ فيهِ قَصَفٌ,8,
ماتَ بِالجُبنِ وَأَودى بِالحَذَر,8,
لامَهُ الناسُ وَما أَظلَمَهُم,8,
وَقَليلٌ مَن تَغاضى أَو عَذَر,8,
وَلَقَد أَبلاكَ عُذراً حَسَناً,8,
مُرتَدي الأَكفانِ مُلقىً في الحُفَر,8,
قالَ ناسٌ صَرعَةٌ مِن قَدَرٍ,8,
وَقَديماً ظَلَمَ الناسُ القَدَر,8,
وَيَقولُ الطِبُّ بَل مِن جَنَّةٍ,8,
وَرَأَيتُ العَقلَ في الناسِ نَدَر,8,
وَيَقولونَ جَفاءٌ راعَهُ,8,
مِن أَبٍ أَغلَظَ قَلباً مِن حَجَر,8,
وَاِمتِحانٌ صَعَّبَتهُ وَطأَةٌ,8,
شَدَّها في العِلمِ أُستاذٌ نَكِر,8,
لا أَرى إِلّا نِظاماً فاسِداً,8,
فَكَّكَ الغَلمَ وَأَودى بِالأُسَر,8,
مِن ضَحاياهُ وَما أَكثَرَها,8,
ذَلِكَ الكارِهُ في غَضِّ العُمُر,8,
ما رَأى في العَيشِ شَيئاً سَرَّهُ,8,
وَأَخَفُّ العَيشِ ما ساءَ وَسَر,8,
نَزَلَ العَيشَ فَلَم يَنزِل سِوى,8,
شُعبَةِ الهَمِّ وَبَيداءِ الفِكَر,8,
وَنَهارٍ لَيسَ فيهِ غِبطَةٌ,8,
وَلَيالٍ لَيسَ فيهِنَّ سَمَر,8,
وَدُروسٍ لَم يُذَلِّل قَطفَها,8,
عالِمٌ إِن نَطَقَ الدَرسَ سَحَر,8,
وَلَقَد تُنهِكُهُ نَهكَ الضَنى,8,
ضَرَّةٌ مَنظَرُها سُقمٌ وَضُر,8,
وَيُلاقي نَصَباً مِمّا اِنطَوى,8,
في بَني العَلّاتِ مِن ضِغنٍ وَشَر,8,
إِخوَةٌ ما جَمَعَتهُم رَحِمٌ,8,
بَعضُهُم يَمشونَ لِلبَعضِ الخَمَر,8,
لَم يُرَفرِف مَلَكُ الحُبِّ عَلى,8,
أَبَوَيهِم أَو يُبارِك في الثَمَر,8,
خَلَقَ اللَهُ مِنَ الحُبِّ الوَرى,8,
وَبَنى المُلكَ عَلَيهِ وَعَمَر,8,
نَشَأَ الخَيرِ رُوَيداً قَتلُكُم,8,
في الصِبا النَفسَ ضَلالٌ وَخُسُر,8,
لَو عَصَيتُمُ كاذِبِ اليَأسِ فَما,8,
في صِباها يَنحَرُ النَفَسَ الضَجَر,8,
تُضمِرُ اليَأسَ مِنَ الدُنيا وَما,8,
عِندَها عَن حادِثِ الدُنيا خَبَر,8,
فيمَ تَجنونَ عَلى آبائِكُم,8,
أَلَمَ الثُكلِ شَديداً في الكِبَر,8,
وَتَعُقّونَ بِلاداً لَم تَزَل,8,
بَينَ إِشفاقٍ عَلَيكُم وَحَذَر,8,
فَمُصابُ المُلكِ في شُبّانِهِ,8,
كَمُصابِ الأَرضِ في الزَرعِ النَضِر,8,
لَيسَ يَدري أَحَدٌ مِنكُم بِما,8,
كانَ يُعطى لَو تَأَنّى وَاِنتَظَر,8,
رُبَّ طِفلٍ بَرَّحَ البُؤسُ بِهِ,8,
مُطِرَ الخَيرَ فَتِيّاً وَمَطَر,8,
وَصَبِيٍّ أَزرَتِ الدُنيا بِهِ,8,
شَبَّ بَينَ العِزِّ فيها وَالخَطَر,8,
وَرَفيعٍ لَم يُسَوِّدهُ أَبٌ,8,
مَن أَبو الشَمسِ وَمَن جَدُّ القَمَر,8,
فَلَكٌ جارٍ وَدُنيا لَم يَدُم,8,
عِندَها السَعدُ وَلا النَحسُ اِستَمَر,8,
رَوِّحوا القَلبَ بِلَذّاتِ الصِبا,8,
فَكَفى الشَيبُ مَجالاً لِلكَدَر,8,
عالِجوا الحِكمَةَ وَاِستَشفوا بِها,8,
وَاِنشُدوا ما ضَلَّ مِنها في السِيَر,8,
وَاِقرَأوا آدابَ مَن قَبلِكُم,8,
رُبَّما عَلَّمَ حَيّاً مَن غَبَر,8,
وَاِغنَموا ما سَخَّرَ اللَهُ لَكُم,8,
مِن جَمالٍ في المَعاني وَالصُوَر,8,
وَاِطلُبوا العِلمَ لِذاتِ العِلمِ لا,8,
لِشَهاداتٍ وَآرابٍ أُخَر,8,
كَم غُلامٍ خامِلٍ في دَرسِهِ,8,
صارَ بَحرَ العِلمِ أُستاذَ العُصُر,8,
إِثنِ عَنانَ القَلبِ وَاِسلَم بِهِ,9,
مِن رَبرَبِ الرَملِ وَمِن سِربِهِ,9,
وَمِن تَثَنّي الغيدِ عَن بانِهِ,9,
مُرتَجَّةَ الأَردافِ عَن كُثبِهِ,9,
ظِباؤُهُ المُنكَسِراتُ الظُبا,9,
يَغلِبنَ ذا اللُبِّ عَلى لُبِّهِ,9,
بيضٌ رِقاقُ الحُسنِ في لَمحَةٍ,9,
مِن ناعِمِ الدُرِّ وَمِن رَطبِهِ,9,
ذَوابِلُ النَرجِسِ في أَصلِهِ,9,
يَوانِعُ الوَردِ عَلى قُضبِهِ,9,
زِنَّ عَلى الأَرضِ سَماءَ الدُجى,9,
وَزِدنَ في الحُسنِ عَلى شُهبِهِ,9,
يَمشينَ أَسراباً عَلى هينَةٍ,9,
مَشيَ القَطا الآمِنِ في سِربِهِ,9,
مِن كُلِّ وَسنانٍ بِغَيرِ الكَرى,9,
تَنتَبِهُ الآجالُ مِن هُدبِهِ,9,
جَفنٌ تَلَقّى مَلَكا بابِلٍ,9,
غَرائِبَ السِحرِ عَلى غَربِهِ,9,
يا ظَبيَةَ الرَملِ وُقيتِ الهَوى,9,
وَإِن سَمِعَت عَيناكِ في جَلبِهِ,9,
وَلا ذَرَفتِ الدَمعَ يَوماً وَإِن,9,
أَسرَفتِ في الدَمعِ وَفي سَكبِهِ,9,
هَذي الشَواكي النُحلُ صِدنَ اِمرأً,9,
مُلقى الصِبا أَعزَلَ مِن غَربِهِ,9,
صَيّادَ آرامٍ رَماهُ الهَوى,9,
بِشادِنٍ لا بُرءَ مِن حُبِّهِ,9,
شابٌّ وَفي أَضلُعِهِ صاحِبٌ,9,
خِلوٌ مِنَ الشَيبِ وَمِن خَطبِهِ,9,
واهٍ بِجَنبي خافِقٌ كُلَّما,9,
قُلتُ تَناهى لَجَّ في وَثبِهِ,9,
لا تَنثَني الآرامُ عَن قاعِهِ,9,
وَلا بَناتُ الشَوقِ عَن شِعبِهِ,9,
حَمَّلتُهُ في الحُبِّ ما لَم يَكُن,9,
لِيَحمِلَ الحُبُّ عَلى قَلبِهِ,9,
ما خَفَّ إِلّا لِلهَوى وَالعُلا,9,
أَو لِجَلالِ الوَفدِ في رَكبِهِ,9,
أَربَعَةٌ تَجمَعُهُم هِمَّةٌ,9,
يَنقُلُها الجيلُ إِلى عَقبِهِ,9,
قِطارُهُم كَالقَطرِ هَزَّ الثَرى,9,
وَزادَهُ خِصباً عَلى خِصبِهِ,9,
لَولا اِستِلامُ الخَلقِ أَرسانَهُ,9,
شَبَّ فَنالَ الشَمسَ مِن عُجبِهِ,9,
كُلُّهُمُ أَغيَرُ مِن وائِلٍ,9,
عَلى حِماهُ وَعَلى شَعبِهِ,9,
لَو قَدَروا جاؤوكُمُ بِالثَرى,9,
مِن قُطبِهِ مُلكاً إِلى قُطبِهِ,9,
وَما اِعتِراضُ الحَظِّ دونَ المُنى,9,
مِن هَفوَةِ المُحسِنِ أَو ذَنبِهِ,9,
وَلَيسَ بِالفاضِلِ في نَفسِهِ,9,
مَن يُنكِرُ الفَضلَ عَلى رَبِّهِ,9,
ما بالُ قَومي اِختَلَفوا بَينَهُم,9,
في مِدحَةِ المَشروعِ أَو ثَلبِهِ,9,
كَأَنَّهُم أَسرى أَحاديثُهُم,9,
في لَيِّنِ القَيدِ وَفي صُلبِهِ,9,
يا قَومِ هَذا زَمَنٌ قَد رَمى,9,
بِالقَيدِ وَاِستَكبَرَ عَن سَحبِهِ,9,
لَو أَنَّ قَيداً جاءَهُ مِن عَلِ,9,
خَشيتُ أَن يَأتي عَلى رَبِّهِ,9,
وَهَذِهِ الضَجَّةُ مِن ناسِهِ,9,
جَنازَةُ الرِقِّ إِلى تُربِهِ,9,
مَن يَخلَعُ النيرَ يَعِش بُرهَةً,9,
في أَثَرِ النيرِ وَفي نَدبِهِ,9,
يا نَشأَ الحَيِّ شَبابَ الحِمى,9,
سُلالَةَ المَشرِقِ مِن نُجبِهِ,9,
بَني الأُلى أَصبَحَ إِحسانُهُم,9,
دارَت رَحى الفَنِّ عَلى قُطبِهِ,9,
موسى وَعيسى نَشَآ بَينَهُم,9,
في سَعَةِ الفِكرِ وَفي رُحبِهِ,9,
وَعالَجا أَوَّلَ ما عالَجا,9,
مِن عِلَلِ العالَمِ أَو طِبِّهِ,9,
ما نَسِيَت مِصرُ لَكُم بِرَّها,9,
في حازِبِ الأَمرِ وَفي صَعبِهِ,9,
مَزَّقتُمُ الوَهمَ وَأَلِفتُمُ,9,
أَهِلَّةَ اللَهِ عَلى صُلبِهِ,9,
حَتّى بَنَيتُم هَرَماً رابِعاً,9,
مِن فِئَةِ الحَقِّ وَمِن حِزبِهِ,9,
يَومٌ لَكُم يَبقى كَبَدرٍ عَلى,9,
أَنصارِ سَعدٍ وَعَلى صَحبِهِ,9,
قَد صارَتِ الحالُ إِلى جِدِّها,9,
وَاِنتَبَهَ الغافِلُ مِن لُعبِهِ,9,
اللَيثُ وَالعالَمُ مِن شَرقِهِ,9,
في هَيبَةِ اللَيثِ إِلى غَربِهِ,9,
قَضى بِأَن نَبني عَلى نابِهِ,9,
مُلكَ بَنينا وَعَلى خِلبِهِ,9,
وَنَبلُغُ المَجدَ عَلى عَينِهِ,9,
وَنَدخُلُ العَصرَ إِلى جَنبِهِ,9,
وَنَصِلَ النازِلَ في سِلمِهِ,9,
وَنَقطَعَ الداخِلَ في حَربِهِ,9,
وَنَصرِفَ النيلَ إِلى رَأيِهِ,9,
يَقسِمُهُ بِالعَدلِ في شِربِهِ,9,
يُبيحُ أَو يَحمي عَلى قُدرَةٍ,9,
حَقَّ القُرى وَالناسُ في عَذبِهِ,9,
أَمرٌ عَلَيكُم أَو لَكُم في غَدٍ,9,
ما ساءَ أَو ما سَرَّ مِن غَبِّهِ,9,
لا تَستَقِلّوهُ فَما دَهرُكُم,9,
بِحاتِمِ الجودِ وَلا كَعبِهِ,9,
نَسمَعُ بِالحَقِّ وَلَم نَطَّلِع,9,
عَلى قَنا الحَقِّ وَلا قُضبِهِ,9,
يَنالُ بِاللينِ الفَتى بَعضَ ما,9,
يَعجَزُ بِالشِدَّةِ عَن غَصبِهِ,9,
فَإِن أَنِستُم فَليَكُن أُنسُكُم,9,
في الصَبرِ لِلدَهرِ وَفي عَتبِهِ,9,
وَفي اِحتِشامِ الأُسدِ دونَ القَذى,9,
إِذا هِيَ اِضطُرَّت إِلى شُربِهِ,9,
قَد أَسقَطَ الطَفرَةَ في مُلكِهِ,9,
مَن لَيسَ بِالعاجِزِ عَن قَلبِهِ,9,
يا رُبَّ قَيدٍ لا تُحِبّونَهُ,9,
زَمانُكُم لَم يَتَقَيَّد بِهِ,9,
وَمَطلَبٍ في الظَنِّ مُستَبعَدٍ,9,
كَالصُبحِ لِلناظِرِ في قُربِهِ,9,
وَاليَأسُ لا يَجمُلُ مِن مُؤمِنٍ,9,
ما دامَ هَذا الغَيبُ في حُجبِهِ,9,
شاقَتكَ مِن قَتلَةَ أَطلالُها,9,
بِالشِطِّ فَالوِترِ إِلى حاجِرِ,9,
فَرُكنِ مِهراسٍ إِلى مارِدِ,9,
فَقاعِ مَنفوحَةَ ذي الحائِرِ,9,
دارٌ لَها غَيَّرَ آياتِها,9,
كُلُّ مُلِثٍّ صَوبُهُ زاخِرِ,9,
وَقَد أَراها وَسطَ أَترابِها,9,
في الحَيِّ ذي البَهجَةِ وَالسامِرِ,9,
كَدُميَةٍ صُوِّرَ مِحرابُها,9,
بِمُذهَبٍ في مَرمَرٍ مائِرِ,9,
أَو بَيضَةٍ في الدِعصِ مَكنونَةٍ,9,
أَو دُرَّةٍ شيفَت لَدى تاجِرِ,9,
يَشفي غَليلَ النَفسِ لاهٍ بِها,9,
حَوراءُ تَسبي نَظَرَ الناظِرِ,9,
لَيسَت بِسَوداءَ وَلا عِنفِصٍ,9,
داعِرَةٍ تَدنو إِلى الداعِرِ,9,
عَبهَرَةُ الخَلقِ بُلاخيَّةٌ,9,
تَشوبُهُ بِالخُلُقِ الطاهِرِ,9,
عَهدي بِها في الحَيِّ قَد سُربِلَت,9,
هَيفاءَ مِثلَ المُهرَةِ الضامِرِ,9,
قَد نَهَدَ الثَديُ عَلى صَدرِها,9,
في مُشرِقٍ ذي صَبَحٍ نائِرِ,9,
لَو أَسنَدَت مَيتاً إِلى نَحرِها,9,
عاشَ وَلَم يُنقَل إِلى قابِرِ,9,
حَتّى يَقولُ الناسُ مِمّا رَأوا,9,
يا عَجَبا لِلمَيِّتِ الناشِرِ,9,
دَعها فَقَد أَعذَرتَ في حُبِّها,9,
وَاِذكُر خَنا عَلقَمَةَ الفاجِرِ,9,
عَلقَمَ لا لَستَ إِلى عامِرٍ,9,
الناقِضِ الأَوتارَ وَالواتِرِ,9,
وَاللابِسِ الخَيلَ بِخَيلٍ إِذا,9,
ثارَ غُبارُ الكَبَّةِ الثائِرِ,9,
سُدتَ بَني الأَحوَصِ لَم تَعدُهُم,9,
وَعامِرٌ سادَ بَني عامِرِ,9,
سادَ وَأَلفى قَومَهُ سادَةً,9,
وَكابِراً سادوكَ عَن كابِرِ,9,
ما يُجعَلُ الجُدُّ الظَنونُ الَّذي,9,
جُنِّبَ صَوبَ اللَجِبِ الزاخِرِ,9,
مِثلَ الفُراتِيِّ إِذا ما طَما,9,
يَقذِفُ بِالبوصِيِّ وَالماهِرِ,9,
إِنَّ الَّذي فيهِ تَدارَيتُما,9,
بُيِّنَ لِلسامِعِ وَالآثِرِ,9,
حَكَّمتُموني فَقَضى بَينَكُم,9,
أَبلَجُ مِثلُ القَمَرِ الباهِرِ,9,
لا يَأخُذُ الرَشوَةَ في حُكمِهِ,9,
وَلا يُبالي غَبَنَ الخاسِرِ,9,
لا يَرهَبُ المُنكِرَ مِنكُم وَلا,9,
يَرجوكُمُ إِلّا نَقى الآصِرِ,9,
يا عَجَبَ الدَهرِ مَتى سَوَّيا,9,
كَم ضاحِكٍ مِن ذا وَمِن ساخِرِ,9,
فَاِقنَ حَياءً أَنتَ ضَيَّعتَهُ,9,
مالَكَ بَعدَ الشَيبِ مِن عاذِرِ,9,
وَلَستَ بِالأَكثَرِ مِنهُم حَصىً,9,
وَإِنَّما العِزَّةُ لِلكاثِرِ,9,
وَلَستَ بِالأَثرَينِ مِن مالِكٍ,9,
وَلا أَبي بَكرٍ ذَوي الناصِرِ,9,
هُم هامَةُ الحَيِّ إِذا حُصِّلوا,9,
مِن جَعفَرٍ في السُؤدَدِ القاهِرِ,9,
أَقولُ لَمّا جاءَني فَجرُهُ,9,
سُبحانَ مِن عَلقَمَةَ الفاجِرِ,9,
عَلقَمَ لا تَسفَه وَلا تَجعَلَن,9,
عِرضَكَ لِلوارِدِ وَالصادِرِ,9,
أُؤَوِّلُ الحُكمَ عَلى وَجهِهِ,9,
لَيسَ قَضائي بِالهَوى الجائِرِ,9,
قَد قُلتُ قَولاً فَقَضى بَينَكُم,9,
وَاِعتَرَفَ المَنفورُ لِلنافِرِ,9,
كَم قَد مَضى شِعرِيَ في مِثلِهِ,9,
فَسارَ لي مِن مَنطِقٍ سائِرِ,9,
إِن تَرجِعِ الحُكمَ إِلى أَهلِهِ,9,
فَلَستَ بِالمُستي وَلا النائِرِ,9,
وَلَستَ في السِلمِ بِذي نائِلٍ,9,
وَلَستَ في الهَيجاءِ بِالجاسِرِ,9,
إِنِّيَ آلَيتُ عَلى حَلفَةٍ,9,
وَلَم أُقِلهُ عَثرَةَ العاثِرِ,9,
لَيَأتِيَنهُ مَنطِقٌ سائِرٌ,9,
مُستَوثِقٌ لِلمُسمِعِ الآثِرِ,9,
عَضَّ بِما أَبقى المَواسي لَهُ,9,
مِن أُمِّهِ في الزَمَنِ الغابِرِ,9,
وَكُنَّ قَد أَبقَينَ مِنها أَذىً,9,
عِندَ المَلاقي وافِيَ الشافِرِ,9,
لا تَحسَبَنّي عَنكُمُ غافِلاً,9,
فَلَستُ بِالواني وَلا الفاتِرِ,9,
وَاِسمَع فَإِنّي طَبِنٌ عالِمٌ,9,
أَقطَعُ مِن شَقشَقَةِ الهادِرِ,9,
يُقسِمُ بِاللَهِ لَئِن جائَهُ,9,
عَنّي أَذىً مِن سامِعٍ خابِرِ,9,
لَيَجعَلَنّي سُبَّةً بَعدَها,9,
جُدِّعتَ يا عَلقَمُ مِن ناذِرِ,9,
أَجَذَعاً توعِدُني سادِراً,9,
لَستَ عَلى الأَعداءِ بِالقادِرِ,9,
اِنظُر إِلى كَفٍّ وَأَسرارِها,9,
هَل أَنتَ إِن أَوعَدتَني صابِري,9,
إِنّي رَأَيتُ الحَربَ إِن شَمَّرَت,9,
دارَت بِكَ الحَربُ مَعَ الدائِرِ,9,
حَولي ذَوّ الآكالِ مِن وائِلٍ,9,
كَاللَيلِ مِن بادٍ وَمِن حاضِرِ,9,
المُطعِمو اللَحمَ إِذا ما شَتوا,9,
وَالجاعِلو القوتِ عَلى الياسِرِ,9,
مِن كُلِّ كَوماءَ سَحوفٍ إِذا,9,
جَفَّت مِنَ اللَحمِ مُدى الجازِرِ,9,
وَالشافِعونَ الجوعَ عَن جارِهِم,9,
حَتّى يُرى كَالغُصُنِ الناضِرِ,9,
كَم فيهِمُ مِن شَطبَةٍ خَيفَقٍ,9,
وَسابِحٍ ذي مَيعَةٍ ضابِرِ,9,
وَكُلِّ جَوبٍ مُترَصٍ صُنعُهُ,9,
وَصارِمٍ ذي رَونَقٍ باتِرِ,9,
وَكُلِّ مِرنانٍ لَهُ أَزمَلٌ,9,
وَلَيِّنٍ أَكعُبُهُ حادِرِ,9,
وَقَد أُسَلّي الهَمَّ حينَ اِعتَرى,9,
بِجَسرَةٍ دَوسَرَةٍ عاقِرِ,9,
زَيّافَةٍ بِالرَحلِ خَطّارَةٍ,9,
تُلوي بِشَرخَي مَيسَةٍ قاتِرِ,9,
شَتّانَ ما يَومي عَلى كورِها,9,
وَيَومُ حَيّانَ أَخي جابِرِ,9,
في مِجدَلٍ شُيِّدَ بُنيانُهُ,9,
يَزِلُّ عَنهُ ظُفُرُ الطائِرِ,9,
يَجمَعُ خَضراءَ لَها سورَةٌ,9,
تَعصِفُ بِالدارِعِ وَالحاسِرِ,9,
باسِلَةُ الوَقعِ سَرابيلُها,9,
بيضٌ إِلى جانِبِهِ الظاهِرِ,9,
باتَ نَديماً لِيَ حَتّى الصَباح,9,
أَغيَدُ مَجدولُ مَكانِ الوِشاح,9,
كَأَنَّما يَضحَكُ عَن لُؤلُؤٍ,9,
مُنَظَّمٍ أَو بَرَدٍ أَو أَقاح,9,
تَحسِبُهُ نَشوانَ إِمّا رَنا,9,
لِلفَترِ مِن أَجفانِهِ وَهوَ صاح,9,
بِتُّ أُفَدّيهِ وَلا أَرعَوي,9,
لِنَهيِ ناهٍ عَنهُ أَو لَحيِ لاح,9,
أَمزُجُ كَأسي بِجَنا ريقِهِ,9,
وَإِنَّما أَمزُجُ راحاً بِراح,9,
يُساقِطُ الوَردَ عَلَينا وَقَد,9,
تَبَلَّجَ الصُبحُ نَسيمُ الرِياح,9,
